Ano e mês do lançamento;Código Órgão Superior;Nome Órgão Superior;Código Órgão Subordinado;Nome Órgão Subordinado;Código Unidade Gestora;Nome Unidade Gestora;Código Gestão;Nome Gestão;Código Unidade Orçamentária;Nome Unidade Orçamentária;Código Função;Nome Função;Código Subfução;Nome Subfunção;Código Programa Orçamentário;Nome Programa Orçamentário;Código Ação;Nome Ação;Código Plano Orçamentário;Plano Orçamentário;Código Programa Governo;Nome Programa Governo;UF;Município;Código Subtítulo;Nome Subtítulo;Código Localizador;Nome Localizador;Sigla Localizador;Descrição Complementar Localizador;Código Autor Emenda;Nome Autor Emenda;Código Categoria Econômica;Nome Categoria Econômica;Código Grupo de Despesa;Nome Grupo de Despesa;Código Elemento de Despesa;Nome Elemento de Despesa;Código Modalidade da Despesa;Modalidade da Despesa;Valor Empenhado (R$);Valor Liquidado (R$);Valor Pago (R$);Valor Restos a Pagar Inscritos (R$);Valor Restos a Pagar Cancelado (R$);Valor Restos a Pagar Pagos (R$)
2022/12;26000;Ministério da Educação;26254;Universidade Federal do Triângulo Mineiro;153035;UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO;15242;UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO;26254;UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO;12;Educação;301;Atenção básica;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;0;NAO ATRIBUIDO;MG;;20040031;ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;93;Indenizações e Restituições;90;Reserva de Contingência;-3826,21;380504,57;374189,95;0;0;0
2022/12;54000;Ministério do Turismo;54000;Ministério do Turismo - Unidades com vínculo direto;540025;SNAV - CONVENIOS;1;TESOURO NACIONAL;54101;MINISTERIO DO TURISMO;13;Cultura;392;Difusão cultural;5025;CULTURA;20ZF;PROMOCAO E FOMENTO A CULTURA BRASILEIRA;0;PROMOCAO E FOMENTO A CULTURA BRASILEIRA;0;TRAVESSIAS;MG;;20ZF0031;PROMOCAO E FOMENTO A CULTURA BRASILEI - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;2,02239E+11;AUREA CAROLINA / EMENDA 13;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;41;Contribuições;50;Transferências a Instituições Privadas sem Fins Lucrativos;0;287350;287350;0;0;0
2022/12;26000;Ministério da Educação;26282;Universidade Federal de Viçosa;154051;UNIVERSIDADE FEDERAL DE VICOSA;15268;UNIVERSIDADE FEDERAL DE VICOSA;26282;FUNDACAO UNIVERSIDADE FEDERAL DE VICOSA;12;Educação;364;Ensino superior;5013;EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;0;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;0;NAO ATRIBUIDO;MG;;20RK0031;FUNCIONAMENTO DE INSTITUICOES FEDERAI - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;37;Locação de Mão-de-Obra;90;Reserva de Contingência;2404914,88;2421531,02;2983933,94;0;0;0
2022/12;26000;Ministério da Educação;26277;Universidade Federal de Ouro Preto;154046;UNIVERSIDADE FEDERAL DE OURO PRETO;15263;UNIVERSIDADE FEDERAL DE OURO PRETO;26277;FUNDACAO UNIVERSIDADE FEDERAL DE OURO PRETO;12;Educação;364;Ensino superior;5013;EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;0;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;0;NAO ATRIBUIDO;MG;;20RK0031;FUNCIONAMENTO DE INSTITUICOES FEDERAI - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;4;DESPESAS DE CAPITAL;4;Investimentos;52;Equipamentos e Material Permanente;90;Reserva de Contingência;1267543,22;0;0;0;0;0
2022/12;26000;Ministério da Educação;26260;Universidade Federal de Alfenas;153028;UNIVERSIDADE FEDERAL DE ALFENAS;15248;UNIVERSIDADE FEDERAL DE ALFENAS;26260;UNIVERSIDADE FEDERAL DE ALFENAS;12;Educação;364;Ensino superior;5013;EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;0;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;0;NAO ATRIBUIDO;MG;;20RK0031;FUNCIONAMENTO DE INSTITUICOES FEDERAI - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;93;Indenizações e Restituições;90;Reserva de Contingência;650;9753,72;18639,12;0;0;0
2022/12;26000;Ministério da Educação;26238;Universidade Federal de Minas Gerais;153255;BIBLIOTECA UNIVERSITARIA/UFMG;15229;UNIVERSIDADE FEDERAL DE MINAS GERAIS;26238;UNIVERSIDADE FEDERAL DE MINAS GERAIS;12;Educação;364;Ensino superior;5013;EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;0;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;0;NAO ATRIBUIDO;MG;;20RK0031;FUNCIONAMENTO DE INSTITUICOES FEDERAI - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;40;Serviços de Tecnologia da Informação e Comuni;90;Reserva de Contingência;23528,04;0;0;0;0;1960,67
2022/12;26000;Ministério da Educação;26238;Universidade Federal de Minas Gerais;153296;INSTITUTO DE CIENCIAS AGRARIAS/UFMG;15229;UNIVERSIDADE FEDERAL DE MINAS GERAIS;26238;UNIVERSIDADE FEDERAL DE MINAS GERAIS;12;Educação;364;Ensino superior;5013;EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;0;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;0;NAO ATRIBUIDO;MG;;20RK0031;FUNCIONAMENTO DE INSTITUICOES FEDERAI - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;201,44;143659,56;220005,01;0;0;3886,4
2022/12;22000;Ministério da Agricultura, Pecuária e Abastec;22000;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;130141;ASSESS. ESPEC. DE RELACOES GOVERN.E INSTITUC.;1;TESOURO NACIONAL;22101;MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO;20;Agricultura;608;Promoção da produção agropecuária;1031;AGROPECUARIA SUSTENTAVEL;20ZV;FOMENTO AO SETOR AGROPECUARIO;0;FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS;0;NAO ATRIBUIDO;MG;;20ZV0031;FOMENTO AO SETOR AGROPECUARIO         - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;2,0204E+11;LAFAYETTE DE ANDRADA / EMENDA 4;4;DESPESAS DE CAPITAL;4;Investimentos;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;0;0;0;0;0;14314,3
2022/12;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155011;HOSPITAL DE CLINICAS DA UFTM;26443;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;36901;FUNDO NACIONAL DE SAUDE;10;Saúde;302;Assistência hospitalar e ambulatorial;5018;ATENCAO ESPECIALIZADA A SAUDE;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;0;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE - DESPESAS DIVERSAS;0;NAO ATRIBUIDO;MG;;85850031;ATENCAO A SAUDE DA POPULACAO PARA PRO - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;16825,25;301127,84;224383,52;0;0;0
2022/12;26000;Ministério da Educação;26412;Instituto Federal do Sul de Minas Gerais;158137;INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG;26412;INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG;26412;INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG;12;Educação;301;Atenção básica;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;3;AUXILIO-TRANSPORTE DE CIVIS ATIVOS;0;NAO ATRIBUIDO;MG;;212B0031;BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;91;Sentenças Judiciais;90;Reserva de Contingência;0;578,25;578,25;0;0;0
2022/12;36000;Ministério da Saúde;36000;Ministério da Saúde - Unidades com vínculo direto;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;1;TESOURO NACIONAL;36901;FUNDO NACIONAL DE SAUDE;10;Saúde;301;Atenção básica;5019;ATENCAO PRIMARIA A SAUDE;8581;ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE;0;ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS;0;TRAVESSIAS;MG;;85810031;ESTRUTURACAO DA REDE DE SERVICOS DE A - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;2,02238E+11;ANTONIO ANASTASIA / EMENDA 3;4;DESPESAS DE CAPITAL;4;Investimentos;42;Auxílios;41;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;324470;0;0;0;0;0
2022/12;26000;Ministério da Educação;26443;Empresa Brasileira de Serviços Hospitalares;155903;HOSPITAL UNIVERSITARIO DA UFJF;26443;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;36901;FUNDO NACIONAL DE SAUDE;10;Saúde;302;Assistência hospitalar e ambulatorial;5018;ATENCAO ESPECIALIZADA A SAUDE;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;5;FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO-FAEC;0;NAO ATRIBUIDO;MG;;85850031;ATENCAO A SAUDE DA POPULACAO PARA PRO - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;5360,3;303109,08;480392,96;0;0;0
2022/12;53000;Ministério do Desenvolvimento Regional;53000;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;1;TESOURO NACIONAL;53101;MINISTERIO DO DESENVOLVIMENTO REGIONAL;15;Urbanismo;451;infra-estrutura urbana;2054;PLANEJAMENTO URBANO;1D73;APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO A IMPLANTACAO E QUALIFICACAO VIARIA;EIND;EMENDA INDIVIDUAL;0;NAO ATRIBUIDO;MG;;1D730031;APOIO A POLITICA NACIONAL DE DESENVOL - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;2,01925E+11;PAULO ABI-ACKEL / EMENDA 1;4;DESPESAS DE CAPITAL;4;Investimentos;42;Auxílios;40;Transferências a Municípios;0;0;0;0;0;221176,4
2022/12;36000;Ministério da Saúde;36000;Ministério da Saúde - Unidades com vínculo direto;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;1;TESOURO NACIONAL;36901;FUNDO NACIONAL DE SAUDE;10;Saúde;302;Assistência hospitalar e ambulatorial;5018;ATENCAO ESPECIALIZADA A SAUDE;2,00E+90;INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0;INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0;TRAVESSIAS;MG;;2E900031;INCREMENTO TEMPORARIO AO CUSTEIO DOS  - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;2,02237E+11;NEWTON CARDOSO JR / EMENDA 4;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;41;Contribuições;41;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;283716;0;0;0;0;0
2022/12;26000;Ministério da Educação;26413;Instituto Federal do Triângulo Mineiro;158099;INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO;26413;INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO;26101;MINISTERIO DA EDUCACAO;12;Educação;363;Ensino profissional;5012;EDUCACAO PROFISSIONAL E TECNOLOGICA;15R4;APOIO A CONSOLIDACAO E REESTRUTURACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0;APOIO A EXPANSAO, REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS;0;NAO ATRIBUIDO;MG;;15R40031;APOIO A CONSOLIDACAO E REESTRUTURACAO - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;2,02271E+11;BANCADA DE MINAS GERAIS / EMENDA 15;4;DESPESAS DE CAPITAL;4;Investimentos;52;Equipamentos e Material Permanente;90;Reserva de Contingência;201177,72;0;0;0;0;0
2022/12;26000;Ministério da Educação;26412;Instituto Federal do Sul de Minas Gerais;158137;INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG;26412;INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG;26412;INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG;12;Educação;363;Ensino profissional;5012;EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0;NAO ATRIBUIDO;MG;;20RL0031;FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;47;Obrigações Tributárias e Contributivas;91;APLICACOES DIRETAS - OPER.INTRA-ORCAMENTARIAS;0;2181;3754,9;0;0;0
2022/12;26000;Ministério da Educação;26413;Instituto Federal do Triângulo Mineiro;158099;INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO;26413;INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO;26413;INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO;12;Educação;128;Formação de recursos humanos;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;4572;CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO;0;CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO;0;NAO ATRIBUIDO;MG;;45720031;CAPACITACAO DE SERVIDORES PUBLICOS FE - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;36;Outros Serviços de Terceiros - Pessoa Física;90;Reserva de Contingência;-1870,18;4204,62;0;0;6765,84;0
2022/12;26000;Ministério da Educação;26410;Instituto Federal do Norte de Minas Gerais;158440;INST.FED.DO NORTE DE MG/CAMPUS PIRAPORA;26410;INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG;26410;INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG;12;Educação;128;Formação de recursos humanos;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;4572;CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO;0;CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO;0;NAO ATRIBUIDO;MG;;45720031;CAPACITACAO DE SERVIDORES PUBLICOS FE - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;14;Diárias - Civil;90;Reserva de Contingência;-500;0;0;0;0;0
2022/12;55000;Ministério da Cidadania;55000;Ministério da Cidadania - Unidades com vínculo direto;180002;DEPARTAMENTO DE GESTAO INTERNA;1;TESOURO NACIONAL;51101;MINISTERIO DO ESPORTE;27;Desporto e lazer;812;Desporto comunitário;2035;ESPORTE, CIDADANIA E DESENVOLVIMENTO;5450;IMPLANTACAO E MODERNIZACAO DE INFRAESTRUTURA PARA ESPORTE EDUCACIONAL, RECREATIVO E DE LAZER;EIND;EMENDA INDIVIDUAL;0;NAO ATRIBUIDO;MG;;54500031;IMPLANTACAO E MODERNIZACAO DE INFRAES - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;2,01737E+11;LAUDIVIO CARVALHO / EMENDA 6;4;DESPESAS DE CAPITAL;4;Investimentos;39;Outros Serviços de Terceiros - Pessoa Jurídic;90;Reserva de Contingência;0;0;0;-91356,25;0;0
2022/12;26000;Ministério da Educação;26237;Universidade Federal de Juiz de Fora;153061;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;15228;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;26237;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;12;Educação;364;Ensino superior;5013;EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;4002;ASSISTENCIA AO ESTUDANTE DE ENSINO SUPERIOR;0;ASSISTENCIA AO ESTUDANTE DE ENSINO SUPERIOR - DESPESAS DIVERSAS;0;NAO ATRIBUIDO;MG;;40020031;ASSISTENCIA AO ESTUDANTE DE ENSINO SU - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;18;Auxílio Financeiro a Estudantes;90;Reserva de Contingência;151352,1;930929,3;1916096,6;0;0;0
2022/12;26000;Ministério da Educação;26411;Instituto Federal do Sudeste de Minas Gerais;155591;INST FED SUDESTE DE MG/CAMPUS MANHUACU;26411;INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG;26411;INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG;12;Educação;363;Ensino profissional;5012;EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0;NAO ATRIBUIDO;MG;;20RL0031;FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;40;Serviços de Tecnologia da Informação e Comuni;90;Reserva de Contingência;0;13940;0;0;0;0
2022/12;26000;Ministério da Educação;26237;Universidade Federal de Juiz de Fora;153061;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;15228;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;26237;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;12;Educação;301;Atenção básica;32;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;0;NAO ATRIBUIDO;MG;;20040031;ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;92;Despesas de Exercícios Anteriores;90;Reserva de Contingência;-163109,58;0;2247;0;0;0
2022/12;53000;Ministério do Desenvolvimento Regional;53000;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;1;TESOURO NACIONAL;53101;MINISTERIO DO DESENVOLVIMENTO REGIONAL;15;Urbanismo;451;infra-estrutura urbana;2054;PLANEJAMENTO URBANO;1D73;APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO A IMPLANTACAO E QUALIFICACAO VIARIA;EIND;EMENDA INDIVIDUAL;0;NAO ATRIBUIDO;MG;;1D730031;APOIO A POLITICA NACIONAL DE DESENVOL - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;2,01937E+11;LAUDIVIO CARVALHO / EMENDA 1;4;DESPESAS DE CAPITAL;4;Investimentos;42;Auxílios;40;Transferências a Municípios;0;0;0;0;0;477500
2022/12;26000;Ministério da Educação;26412;Instituto Federal do Sul de Minas Gerais;158303;IFSULDEMINAS - CAMPUS MUZAMBINHO;26412;INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG;26412;INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG;12;Educação;363;Ensino profissional;5012;EDUCACAO PROFISSIONAL E TECNOLOGICA;2994;ASSISTENCIA AOS ESTUDANTES DAS INSTITUICOES FEDERAIS DE EDUCACAO PROFISSIONAL E TECNOLOGICA;0;ASSISTENCIA AOS ESTUDANTES DAS INSTITUICOES FEDERAIS DE EDUCACAO PROFISSIONAL E TECNOLOGICA - DESPESAS DIVERSAS;0;NAO ATRIBUIDO;MG;;29940031;ASSISTENCIA AOS ESTUDANTES DAS INSTIT - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;4;DESPESAS DE CAPITAL;4;Investimentos;51;Obras e Instalações;90;Reserva de Contingência;0;0;0;0;0;235040,46
2022/12;26000;Ministério da Educação;26409;Instituto Federal de Minas Gerais;158475;INST.FED. MINAS GERAIS/CAMPUS OURO PRETO;26409;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;26409;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;12;Educação;363;Ensino profissional;5012;EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0;NAO ATRIBUIDO;MG;;20RL0031;FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;14;Diárias - Civil;90;Reserva de Contingência;-4839,14;4109,85;3378,42;0;0;0
2022/12;26000;Ministério da Educação;26255;Universidade Federal dos Vales do Jequitinhonha e Mucuri;153036;UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI;15243;UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI;26255;UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI;12;Educação;364;Ensino superior;5013;EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;0;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;0;NAO ATRIBUIDO;MG;;20RK0031;FUNCIONAMENTO DE INSTITUICOES FEDERAI - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;93;Indenizações e Restituições;90;Reserva de Contingência;-17,4;0;0;0;0;0
2022/12;26000;Ministério da Educação;26409;Instituto Federal de Minas Gerais;155230;INST.FED.MINAS GERAIS/CAMPUS OURO BRANCO;26409;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;26409;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;12;Educação;363;Ensino profissional;5012;EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;0;NAO ATRIBUIDO;MG;;20RL0031;FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ESTADO DE MINAS G;31;NO ESTADO DE MINAS GERAIS;MG;Sem informação;;SEM EMENDA;3;DESPESAS CORRENTES;3;Outras Despesas Correntes;37;Locação de Mão-de-Obra;90;Reserva de Contingência;0;60524,02;97273,83;0;0;3076,92
